strategy,symbol,name,market,signalDate,intendedEntryDate,signalType,priority,holdScore,status,statusReason,tradeId
final_trend_runner_global_regime,UL,Unilever PLC,adr,1995-05-25,1995-05-26,Pullback,2,99.56916099773242,executed,,46
final_trend_runner_global_regime,UNP,Union Pacific Corporation,stock,1995-05-31,1995-06-01,Pullback,2,92.11725675097176,executed,,47
final_trend_runner_global_regime,WMT,Walmart Inc.,stock,1995-06-06,1995-06-07,Pullback,2,98.140589569161,executed,,48
final_trend_runner_global_regime,UNP,Union Pacific Corporation,stock,1995-06-19,1995-06-20,Pullback,2,91.82080809961624,executed,,49
final_trend_runner_global_regime,TM,Toyota Motor Corporation,adr,1995-07-10,1995-07-11,Pullback + Breakout,1,76.71618512081088,executed,,50
final_trend_runner_global_regime,BHP,BHP Group Limited,adr,1995-07-20,1995-07-21,Pullback,2,99.70521541950113,executed,,51
final_trend_runner_global_regime,DIS,The Walt Disney Company,stock,1995-07-25,1995-07-26,Pullback,2,97.57369614512471,executed,,52
final_trend_runner_global_regime,PG,Procter & Gamble Company,stock,1995-08-02,1995-08-03,Pullback,2,100,executed,,53
final_trend_runner_global_regime,SONY,Sony Group Corporation,adr,1995-08-02,1995-08-03,Pullback,2,79.96214954629079,executed,,54
final_trend_runner_global_regime,LOW,"Lowe's Companies, Inc.",stock,1995-08-04,1995-08-07,Pullback,2,84.10735483823264,executed,,55
final_trend_runner_global_regime,INTC,Intel Corporation,stock,1995-08-09,1995-08-10,Reentrada,4,93.21995464852608,executed,,56
final_trend_runner_global_regime,LOW,"Lowe's Companies, Inc.",stock,1995-08-14,1995-08-15,Pullback,2,84.31089399103381,executed,,57
final_trend_runner_global_regime,SONY,Sony Group Corporation,adr,1995-08-18,1995-08-21,Pullback,2,79.70004104759668,executed,,58
final_trend_runner_global_regime,PG,Procter & Gamble Company,stock,1995-08-29,1995-08-30,Pullback,2,100,executed,,59
final_trend_runner_global_regime,DE,Deere & Company,stock,1995-08-31,1995-09-01,Pullback,2,86.62499305546868,executed,,60
final_trend_runner_global_regime,SONY,Sony Group Corporation,adr,1995-08-31,1995-09-01,Pullback,2,79.46731468423657,executed,,61
final_trend_runner_global_regime,INTC,Intel Corporation,stock,1995-09-05,1995-09-06,Pullback,2,93.6281179138322,executed,,62
final_trend_runner_global_regime,ABT,Abbott Laboratories,stock,1995-09-06,1995-09-07,Pullback,2,99.00226757369614,executed,,63
final_trend_runner_global_regime,UL,Unilever PLC,adr,1995-10-04,1995-10-05,Pullback,2,99.9092970521542,executed,,64
final_trend_runner_global_regime,SONY,Sony Group Corporation,adr,1995-10-06,1995-10-09,Pullback,2,78.2528037568375,executed,,65
final_trend_runner_global_regime,INTC,Intel Corporation,stock,1995-10-10,1995-10-11,Pullback,2,94.19501133786848,executed,,66
final_trend_runner_global_regime,AMAT,"Applied Materials, Inc.",stock,1995-10-12,1995-10-13,Pullback,2,95.12471655328798,executed,,68
final_trend_runner_global_regime,DE,Deere & Company,stock,1995-10-12,1995-10-13,Pullback,2,87.80842955869159,executed,,69
final_trend_runner_global_regime,UL,Unilever PLC,adr,1995-10-12,1995-10-13,Pullback,2,99.9092970521542,executed,,67
final_trend_runner_global_regime,BA,Boeing Company,stock,1995-10-13,1995-10-16,Pullback,2,85.51718511773684,executed,,71
final_trend_runner_global_regime,BHP,BHP Group Limited,adr,1995-10-13,1995-10-16,Pullback,2,99.70521541950113,executed,,70
final_trend_runner_global_regime,UNP,Union Pacific Corporation,stock,1995-10-16,1995-10-17,Pullback,2,91.53365189383656,executed,,72
final_trend_runner_global_regime,LMT,Lockheed Martin Corporation,stock,1995-10-17,1995-10-18,Pullback,2,70.0283769446921,executed,,74
final_trend_runner_global_regime,BP,BP p.l.c.,adr,1995-10-17,1995-10-18,Pullback,2,77.51712777313095,executed,,73
final_trend_runner_global_regime,AMAT,"Applied Materials, Inc.",stock,1995-10-27,1995-10-30,Pullback,2,95.37414965986395,executed,,75
final_trend_runner_global_regime,HON,Honeywell International Inc.,stock,1995-10-27,1995-10-30,Pullback,2,86.17092285825133,executed,,76
final_trend_runner_global_regime,BP,BP p.l.c.,adr,1995-11-01,1995-11-02,Pullback,2,77.63632101210366,executed,,77
final_trend_runner_global_regime,BAC,Bank of America Corporation,stock,1995-11-02,1995-11-03,Pullback,2,93.85234284066864,executed,,78
final_trend_runner_global_regime,HON,Honeywell International Inc.,stock,1995-11-02,1995-11-03,Pullback,2,86.38426744067229,executed,,80
final_trend_runner_global_regime,UNP,Union Pacific Corporation,stock,1995-11-02,1995-11-03,Pullback,2,91.47670292731388,executed,,79
final_trend_runner_global_regime,DHR,Danaher Corporation,stock,1995-11-06,1995-11-07,Pullback,2,99.09297052154196,executed,,82
final_trend_runner_global_regime,CVX,Chevron Corporation,stock,1995-11-06,1995-11-07,Pullback,2,99.33083750937732,executed,,81
final_trend_runner_global_regime,BHP,BHP Group Limited,adr,1995-11-14,1995-11-15,Pullback,2,99.59183673469387,executed,,83
final_trend_runner_global_regime,UL,Unilever PLC,adr,1995-12-04,1995-12-05,Pullback + Breakout,1,99.68253968253968,executed,,84
final_trend_runner_global_regime,NKE,"NIKE, Inc.",stock,1995-12-05,1995-12-06,Pullback,2,97.70975056689343,executed,,85
final_trend_runner_global_regime,SONY,Sony Group Corporation,adr,1995-12-07,1995-12-08,Breakout,3,75.62024964056344,executed,,86
final_trend_runner_global_regime,AMAT,"Applied Materials, Inc.",stock,1995-12-11,1995-12-12,Pullback,2,95.78231292517006,executed,,87
final_trend_runner_global_regime,CAT,Caterpillar Inc.,stock,1995-12-11,1995-12-12,Pullback,2,71.04186391210965,executed,,88
final_trend_runner_global_regime,DHR,Danaher Corporation,stock,1995-12-12,1995-12-13,Pullback,2,99.63718820861678,executed,,89
final_trend_runner_global_regime,TM,Toyota Motor Corporation,adr,1995-12-14,1995-12-15,Pullback + Breakout,1,70.55271357847916,executed,,90
final_trend_runner_global_regime,CAT,Caterpillar Inc.,stock,1995-12-19,1995-12-20,Pullback,2,71.28492522054344,executed,,91
final_trend_runner_global_regime,SONY,Sony Group Corporation,adr,1995-12-21,1995-12-22,Pullback,2,75.31766107011697,executed,,92
final_trend_runner_global_regime,KO,The Coca-Cola Company,stock,1996-01-03,1996-01-04,Pullback,2,100,executed,,93
final_trend_runner_global_regime,KO,The Coca-Cola Company,stock,1996-01-16,1996-01-17,Pullback,2,100,executed,,94
final_trend_runner_global_regime,MDT,Medtronic plc,stock,1996-01-23,1996-01-24,Pullback,2,100,executed,,95
final_trend_runner_global_regime,CAT,Caterpillar Inc.,stock,1996-01-29,1996-01-30,Pullback + Breakout,1,72.46387869152862,executed,,96
final_trend_runner_global_regime,ABT,Abbott Laboratories,stock,1996-01-30,1996-01-31,Pullback,2,98.95691609977325,executed,,97
final_trend_runner_global_regime,SONY,Sony Group Corporation,adr,1996-01-30,1996-01-31,Pullback,2,74.69502265183216,executed,,98
final_trend_runner_global_regime,DIS,The Walt Disney Company,stock,1996-01-31,1996-02-01,Pullback + Breakout,1,97.57369614512471,executed,,99
final_trend_runner_global_regime,BP,BP p.l.c.,adr,1996-01-31,1996-02-01,Pullback,2,78.70991793479197,executed,,100
final_trend_runner_global_regime,DIS,The Walt Disney Company,stock,1996-02-06,1996-02-07,Pullback,2,97.57369614512471,executed,,101
final_trend_runner_global_regime,DHR,Danaher Corporation,stock,1996-02-12,1996-02-13,Pullback + Breakout,1,99.97732426303855,executed,,102
final_trend_runner_global_regime,BAC,Bank of America Corporation,stock,1996-03-05,1996-03-06,Pullback + Breakout,1,94.05895691609977,executed,,103
final_trend_runner_global_regime,SONY,Sony Group Corporation,adr,1996-03-06,1996-03-07,Pullback,2,73.96125062744548,executed,,104
final_trend_runner_global_regime,LOW,"Lowe's Companies, Inc.",stock,1996-03-07,1996-03-08,Pullback + Breakout,1,86.15422489770621,executed,,105
final_trend_runner_global_regime,BAC,Bank of America Corporation,stock,1996-03-18,1996-03-19,Pullback,2,94.05895691609977,executed,,106
final_trend_runner_global_regime,MRK,"Merck & Co., Inc.",stock,1996-03-21,1996-03-22,Pullback,2,97.2108843537415,executed,,107
final_trend_runner_global_regime,INTC,Intel Corporation,stock,1996-04-22,1996-04-23,Pullback + Breakout,1,94.12698412698413,executed,,108
final_trend_runner_global_regime,NVO,Novo Nordisk A/S,adr,1996-04-29,1996-04-30,Pullback + Breakout,1,88.11295351473922,executed,,109
final_trend_runner_global_regime,BA,Boeing Company,stock,1996-05-14,1996-05-15,Pullback,2,88.79638668612492,executed,,110
final_trend_runner_global_regime,LLY,Eli Lilly and Company,stock,1996-05-16,1996-05-17,Pullback,2,78.58068217576414,executed,,111
final_trend_runner_global_regime,LOW,"Lowe's Companies, Inc.",stock,1996-05-21,1996-05-22,Pullback + Breakout,1,87.01601473922902,executed,,112
final_trend_runner_global_regime,WMT,Walmart Inc.,stock,1996-05-22,1996-05-23,Pullback + Breakout,1,94.98866213151928,executed,,113
final_trend_runner_global_regime,CAT,Caterpillar Inc.,stock,1996-05-22,1996-05-23,Pullback,2,78.34645794812543,executed,,114
final_trend_runner_global_regime,MRK,"Merck & Co., Inc.",stock,1996-05-30,1996-05-31,Pullback,2,97.07482993197279,executed,,115
final_trend_runner_global_regime,ABT,Abbott Laboratories,stock,1996-05-31,1996-06-03,Pullback + Breakout,1,98.843537414966,executed,,116
final_trend_runner_global_regime,MDT,Medtronic plc,stock,1996-06-04,1996-06-05,Pullback,2,100,executed,,117
final_trend_runner_global_regime,DIS,The Walt Disney Company,stock,1996-06-17,1996-06-18,Pullback,2,97.3922902494331,executed,,118
final_trend_runner_global_regime,CAT,Caterpillar Inc.,stock,1996-06-20,1996-06-21,Pullback,2,79.69302761353637,executed,,120
final_trend_runner_global_regime,UL,Unilever PLC,adr,1996-06-20,1996-06-21,Pullback + Breakout,1,98.140589569161,executed,,119
final_trend_runner_global_regime,MDT,Medtronic plc,stock,1996-06-28,1996-07-01,Reentrada,4,100,executed,,121
final_trend_runner_global_regime,WFC,Wells Fargo & Company,stock,1996-07-01,1996-07-02,Pullback,2,100,executed,,122
final_trend_runner_global_regime,JNJ,Johnson & Johnson,stock,1996-07-16,1996-07-17,Pullback,2,100,executed,,123
final_trend_runner_global_regime,UL,Unilever PLC,adr,1996-07-16,1996-07-17,Pullback,2,98.140589569161,executed,,124
final_trend_runner_global_regime,MRK,"Merck & Co., Inc.",stock,1996-07-18,1996-07-19,Pullback,2,97.07482993197279,executed,,125
final_trend_runner_global_regime,CAT,Caterpillar Inc.,stock,1996-07-18,1996-07-19,Pullback,2,81.0584240182848,executed,,127
final_trend_runner_global_regime,BA,Boeing Company,stock,1996-07-18,1996-07-19,Pullback,2,90.55565655369307,executed,,126
final_trend_runner_global_regime,PEP,"PepsiCo, Inc.",stock,1996-07-23,1996-07-24,Pullback,2,100,executed,,128
final_trend_runner_global_regime,HON,Honeywell International Inc.,stock,1996-07-23,1996-07-24,Reentrada,4,95.32879818594104,executed,,129
final_trend_runner_global_regime,BA,Boeing Company,stock,1996-07-25,1996-07-26,Pullback,2,90.72602810477464,executed,,130
final_trend_runner_global_regime,DHR,Danaher Corporation,stock,1996-07-26,1996-07-29,Pullback,2,100,executed,,131
final_trend_runner_global_regime,JNJ,Johnson & Johnson,stock,1996-07-30,1996-07-31,Pullback,2,100,executed,,132
final_trend_runner_global_regime,LMT,Lockheed Martin Corporation,stock,1996-07-31,1996-08-01,Pullback,2,88.32571236877796,executed,,133
final_trend_runner_global_regime,SONY,Sony Group Corporation,adr,1996-07-31,1996-08-01,Pullback,2,71.90532991542698,executed,,134
final_trend_runner_global_regime,WMT,Walmart Inc.,stock,1996-08-01,1996-08-02,Pullback,2,94.56854072550598,executed,,136
final_trend_runner_global_regime,CAT,Caterpillar Inc.,stock,1996-08-01,1996-08-02,Pullback,2,81.62714084329849,executed,,137
final_trend_runner_global_regime,UL,Unilever PLC,adr,1996-08-01,1996-08-02,Pullback,2,98.0952380952381,executed,,135
final_trend_runner_global_regime,INTC,Intel Corporation,stock,1996-08-02,1996-08-05,Pullback + Breakout,1,95.60090702947846,executed,,138
final_trend_runner_global_regime,WFC,Wells Fargo & Company,stock,1996-08-07,1996-08-08,Pullback,2,100,executed,,139
final_trend_runner_global_regime,XOM,Exxon Mobil Corporation,stock,1996-08-19,1996-08-20,Pullback,2,93.62802850573411,executed,,140
final_trend_runner_global_regime,LOW,"Lowe's Companies, Inc.",stock,1996-08-22,1996-08-23,Pullback,2,87.56023242630386,executed,,142
final_trend_runner_global_regime,MCD,McDonald's Corporation,stock,1996-08-22,1996-08-23,Pullback,2,100,executed,,141
final_trend_runner_global_regime,DE,Deere & Company,stock,1996-08-27,1996-08-28,Pullback,2,95.138466301291,executed,,143
final_trend_runner_global_regime,TMO,Thermo Fisher Scientific Inc.,stock,1996-08-28,1996-08-29,Pullback + Breakout,1,99.13832199546485,executed,,144
final_trend_runner_global_regime,LOW,"Lowe's Companies, Inc.",stock,1996-09-04,1996-09-05,Pullback,2,87.74163832199547,executed,,145
final_trend_runner_global_regime,TMO,Thermo Fisher Scientific Inc.,stock,1996-09-09,1996-09-10,Pullback,2,99.29705215419501,executed,,146
final_trend_runner_global_regime,LLY,Eli Lilly and Company,stock,1996-09-09,1996-09-10,Pullback,2,80.27325839849257,executed,,147
final_trend_runner_global_regime,XOM,Exxon Mobil Corporation,stock,1996-09-11,1996-09-12,Pullback + Breakout,1,93.53715925695784,executed,,148
final_trend_runner_global_regime,MDT,Medtronic plc,stock,1996-09-12,1996-09-13,Pullback + Breakout,1,100,executed,,149
final_trend_runner_global_regime,HD,"The Home Depot, Inc.",stock,1996-09-16,1996-09-17,Pullback + Breakout,1,100,executed,,150
final_trend_runner_global_regime,SONY,Sony Group Corporation,adr,1996-09-18,1996-09-19,Pullback,2,71.01468788391217,executed,,151
final_trend_runner_global_regime,MCD,McDonald's Corporation,stock,1996-09-23,1996-09-24,Pullback,2,100,executed,,152
final_trend_runner_global_regime,BAC,Bank of America Corporation,stock,1996-09-26,1996-09-27,Pullback,2,94.67120181405896,executed,,153
final_trend_runner_global_regime,HD,"The Home Depot, Inc.",stock,1996-09-30,1996-10-01,Pullback,2,100,executed,,154
final_trend_runner_global_regime,DIS,The Walt Disney Company,stock,1996-09-30,1996-10-01,Pullback,2,96.62131519274377,executed,,155
final_trend_runner_global_regime,JPM,JPMorgan Chase & Co.,stock,1996-10-02,1996-10-03,Breakout,3,70.06601284740903,executed,,157
final_trend_runner_global_regime,TMO,Thermo Fisher Scientific Inc.,stock,1996-10-02,1996-10-03,Pullback,2,99.56916099773242,executed,,156
final_trend_runner_global_regime,SONY,Sony Group Corporation,adr,1996-10-11,1996-10-14,Pullback,2,70.59409552495659,executed,,158
final_trend_runner_global_regime,JNJ,Johnson & Johnson,stock,1996-11-05,1996-11-06,Pullback,2,100,executed,,159
final_trend_runner_global_regime,HD,"The Home Depot, Inc.",stock,1996-11-08,1996-11-11,Pullback,2,100,executed,,160
final_trend_runner_global_regime,NKE,"NIKE, Inc.",stock,1996-11-29,1996-12-02,Pullback,2,99.9092970521542,executed,,161
final_trend_runner_global_regime,MCD,McDonald's Corporation,stock,1996-12-05,1996-12-06,Pullback,2,100,executed,,162
final_trend_runner_global_regime,BHP,BHP Group Limited,adr,1996-12-05,1996-12-06,Reentrada,4,98.88888888888889,executed,,163
final_trend_runner_global_regime,AMAT,"Applied Materials, Inc.",stock,1996-12-09,1996-12-10,Pullback,2,94.28571428571429,executed,,164
final_trend_runner_global_regime,BA,Boeing Company,stock,1996-12-16,1996-12-17,Pullback + Breakout,1,94.28955307256417,executed,,165
final_trend_runner_global_regime,JPM,JPMorgan Chase & Co.,stock,1996-12-19,1996-12-20,Pullback,2,76.79135158781811,executed,,167
final_trend_runner_global_regime,BAC,Bank of America Corporation,stock,1996-12-19,1996-12-20,Pullback,2,95.75963718820861,executed,,166
final_trend_runner_global_regime,AMAT,"Applied Materials, Inc.",stock,1996-12-19,1996-12-20,Reentrada,4,94.4671201814059,executed,,168
final_trend_runner_global_regime,BHP,BHP Group Limited,adr,1996-12-20,1996-12-23,Pullback,2,98.82086167800453,executed,,169
final_trend_runner_global_regime,KO,The Coca-Cola Company,stock,1996-12-24,1996-12-26,Pullback,2,100,executed,,170
final_trend_runner_global_regime,NKE,"NIKE, Inc.",stock,1996-12-26,1996-12-27,Pullback,2,100,executed,,171
final_trend_runner_global_regime,LMT,Lockheed Martin Corporation,stock,1996-12-26,1996-12-27,Pullback,2,92.98705222904661,executed,,173
final_trend_runner_global_regime,COP,ConocoPhillips,stock,1996-12-26,1996-12-27,Pullback,2,97.23066701344811,executed,,172
final_trend_runner_global_regime,SLB,Schlumberger Limited,stock,1996-12-26,1996-12-27,Pullback,2,75.61346001671193,executed,,174
final_trend_runner_global_regime,SLB,Schlumberger Limited,stock,1997-01-06,1997-01-07,Pullback,2,75.85438735818157,executed,,175
final_trend_runner_global_regime,NKE,"NIKE, Inc.",stock,1997-01-10,1997-01-13,Pullback,2,100,executed,,176
final_trend_runner_global_regime,JPM,JPMorgan Chase & Co.,stock,1997-01-14,1997-01-15,Pullback,2,78.59363451857187,executed,,177
final_trend_runner_global_regime,DE,Deere & Company,stock,1997-01-16,1997-01-17,Reentrada,4,97.14139588698204,executed,,178
final_trend_runner_global_regime,LMT,Lockheed Martin Corporation,stock,1997-01-17,1997-01-20,Pullback,2,93.27017203622283,executed,,179
final_trend_runner_global_regime,COP,ConocoPhillips,stock,1997-01-30,1997-01-31,Pullback,2,96.96707844641757,executed,,180
final_trend_runner_global_regime,PEP,"PepsiCo, Inc.",stock,1997-01-31,1997-02-03,Pullback,2,99.84126984126985,executed,,181
final_trend_runner_global_regime,UL,Unilever PLC,adr,1997-02-10,1997-02-11,Pullback,2,95.31869484494999,executed,,182
final_trend_runner_global_regime,PEP,"PepsiCo, Inc.",stock,1997-02-11,1997-02-12,Reentrada,4,99.84126984126985,executed,,183
final_trend_runner_global_regime,SLB,Schlumberger Limited,stock,1997-03-05,1997-03-06,Pullback,2,77.35795729813235,executed,,184
final_trend_runner_global_regime,WMT,Walmart Inc.,stock,1997-03-06,1997-03-07,Pullback,2,91.57531222752024,executed,,185
final_trend_runner_global_regime,BP,BP p.l.c.,adr,1997-03-06,1997-03-07,Pullback,2,84.70361364989633,executed,,186
final_trend_runner_global_regime,HD,"The Home Depot, Inc.",stock,1997-03-13,1997-03-14,Pullback + Breakout,1,99.63718820861678,executed,,187
final_trend_runner_global_regime,BP,BP p.l.c.,adr,1997-03-14,1997-03-17,Pullback,2,85.0287797698233,executed,,188
final_trend_runner_global_regime,LOW,"Lowe's Companies, Inc.",stock,1997-03-21,1997-03-24,Pullback,2,88.58064058956916,executed,,189
final_trend_runner_global_regime,PEP,"PepsiCo, Inc.",stock,1997-03-25,1997-03-26,Pullback,2,99.84126984126985,executed,,190
final_trend_runner_global_regime,INTC,Intel Corporation,stock,1997-03-26,1997-03-27,Pullback,2,97.61904761904762,executed,,191
final_trend_runner_global_regime,MCD,McDonald's Corporation,stock,1997-04-01,1997-04-02,Pullback,2,99.70521541950113,executed,,192
final_trend_runner_global_regime,HD,"The Home Depot, Inc.",stock,1997-04-07,1997-04-08,Pullback,2,99.63718820861678,executed,,193
final_trend_runner_global_regime,LOW,"Lowe's Companies, Inc.",stock,1997-04-07,1997-04-08,Pullback,2,88.6033163265306,executed,,194
final_trend_runner_global_regime,PEP,"PepsiCo, Inc.",stock,1997-04-09,1997-04-10,Pullback,2,99.84126984126985,executed,,195
final_trend_runner_global_regime,INTC,Intel Corporation,stock,1997-04-17,1997-04-18,Pullback,2,97.61904761904762,executed,,196
final_trend_runner_global_regime,JNJ,Johnson & Johnson,stock,1997-04-21,1997-04-22,Pullback,2,100,executed,,197
final_trend_runner_global_regime,UNP,Union Pacific Corporation,stock,1997-04-21,1997-04-22,Pullback,2,94.3215329611781,executed,,198
final_trend_runner_global_regime,KO,The Coca-Cola Company,stock,1997-04-22,1997-04-23,Pullback + Breakout,1,100,executed,,199
final_trend_runner_global_regime,WFC,Wells Fargo & Company,stock,1997-04-22,1997-04-23,Pullback,2,100,executed,,202
final_trend_runner_global_regime,PFE,Pfizer Inc.,stock,1997-04-22,1997-04-23,Pullback,2,98.3219954648526,executed,,203
final_trend_runner_global_regime,MRK,"Merck & Co., Inc.",stock,1997-04-22,1997-04-23,Pullback,2,97.07482993197279,executed,,205
final_trend_runner_global_regime,DE,Deere & Company,stock,1997-04-22,1997-04-23,Pullback + Breakout,1,97.25187706188618,executed,,200
final_trend_runner_global_regime,HON,Honeywell International Inc.,stock,1997-04-22,1997-04-23,Pullback,2,97.52834467120182,executed,,204
final_trend_runner_global_regime,CVX,Chevron Corporation,stock,1997-04-22,1997-04-23,Pullback,2,100,executed,,201
final_trend_runner_global_regime,LLY,Eli Lilly and Company,stock,1997-04-29,1997-04-30,Pullback,2,85.92514102284066,executed,,207
final_trend_runner_global_regime,PEP,"PepsiCo, Inc.",stock,1997-04-29,1997-04-30,Pullback + Breakout,1,99.84126984126985,executed,,206
final_trend_runner_global_regime,HON,Honeywell International Inc.,stock,1997-04-29,1997-04-30,Reentrada,4,97.61904761904762,executed,,208
final_trend_runner_global_regime,AXP,American Express Company,stock,1997-05-05,1997-05-06,Pullback + Breakout,1,70.06740791385155,executed,,210
final_trend_runner_global_regime,DHR,Danaher Corporation,stock,1997-05-05,1997-05-06,Pullback,2,100,executed,,211
final_trend_runner_global_regime,LOW,"Lowe's Companies, Inc.",stock,1997-05-05,1997-05-06,Pullback,2,89.03415532879818,executed,,212
final_trend_runner_global_regime,LMT,Lockheed Martin Corporation,stock,1997-05-05,1997-05-06,Pullback + Breakout,1,94.47137188208617,executed,,209
final_trend_runner_global_regime,BA,Boeing Company,stock,1997-05-06,1997-05-07,Pullback,2,96.12604143928218,executed,,213
final_trend_runner_global_regime,MDT,Medtronic plc,stock,1997-05-09,1997-05-12,Pullback,2,100,executed,,214
